id,name,city_id:id
res_locality_39,v.Jalpak,hr_employee_extended_profile.kz_city_4
res_locality_40,v.Januzak,hr_employee_extended_profile.kz_city_4
res_locality_41,v.Kakebay,hr_employee_extended_profile.kz_city_4
res_locality_42,v.Kasengazhi,hr_employee_extended_profile.kz_city_4
res_locality_43,v.Karmys,hr_employee_extended_profile.kz_city_4
res_locality_44,v.Konakbai,hr_employee_extended_profile.kz_city_4
res_locality_45,v.Kyzbay,hr_employee_extended_profile.kz_city_4
res_locality_46,v.Kunbosyn,hr_employee_extended_profile.kz_city_4
res_locality_47,v.Maysa,hr_employee_extended_profile.kz_city_4
res_locality_48,v.Manak,hr_employee_extended_profile.kz_city_4
res_locality_49,v.Muhametzhan,hr_employee_extended_profile.kz_city_4
res_locality_50,v.Nurtaza,hr_employee_extended_profile.kz_city_4
res_locality_51,v.Oralbay,hr_employee_extended_profile.kz_city_4
res_locality_52,v.Oskenbay,hr_employee_extended_profile.kz_city_4
res_locality_53,v.Pshtahan,hr_employee_extended_profile.kz_city_4
res_locality_54,v.Sarbastau,hr_employee_extended_profile.kz_city_4
res_locality_55,v.Temirtek,hr_employee_extended_profile.kz_city_4
res_locality_56,v.Shontaybek,hr_employee_extended_profile.kz_city_4
res_locality_57,v.Kokzhyra,hr_employee_extended_profile.kz_city_4
res_locality_58,v.Bazarga,hr_employee_extended_profile.kz_city_4
res_locality_59,v.Almas,hr_employee_extended_profile.kz_city_4
res_locality_60,v.Baikara,hr_employee_extended_profile.kz_city_4
res_locality_61,v.Dulagali,hr_employee_extended_profile.kz_city_4
res_locality_62,v.Jaskairat,hr_employee_extended_profile.kz_city_4
res_locality_63,v.Zhanabaz,hr_employee_extended_profile.kz_city_4
res_locality_64,v.Karaoba,hr_employee_extended_profile.kz_city_4
res_locality_65,v.Kishkenetau,hr_employee_extended_profile.kz_city_4
res_locality_66,v.Bazarshat,hr_employee_extended_profile.kz_city_4
res_locality_67,v.Karazhal,hr_employee_extended_profile.kz_city_4
res_locality_68,v.Kyzbay,hr_employee_extended_profile.kz_city_4
res_locality_69,v.Asemzhan,hr_employee_extended_profile.kz_city_4
res_locality_70,v.Azimkhan,hr_employee_extended_profile.kz_city_4
res_locality_71,v.Aksakal,hr_employee_extended_profile.kz_city_4
res_locality_72,v.Ahmadi,hr_employee_extended_profile.kz_city_4
res_locality_73,v.Boranbay,hr_employee_extended_profile.kz_city_4
res_locality_74,v.Ermuhan,hr_employee_extended_profile.kz_city_4
res_locality_75,v.Jonys,hr_employee_extended_profile.kz_city_4
res_locality_76,v.Jumakhan,hr_employee_extended_profile.kz_city_4
res_locality_77,v.Mazabai,hr_employee_extended_profile.kz_city_4
res_locality_78,v.Mukhazhan,hr_employee_extended_profile.kz_city_4
res_locality_79,v.Pima,hr_employee_extended_profile.kz_city_4
res_locality_80,v.Tokhtar,hr_employee_extended_profile.kz_city_4
res_locality_81,v.Shayakhmet,hr_employee_extended_profile.kz_city_4
res_locality_82,v.Meshel,hr_employee_extended_profile.kz_city_4
res_locality_83,v.Aktubek,hr_employee_extended_profile.kz_city_4
res_locality_84,v.Akshal,hr_employee_extended_profile.kz_city_4
res_locality_85,v.Amre,hr_employee_extended_profile.kz_city_4
res_locality_86,v.Kamza,hr_employee_extended_profile.kz_city_4
res_locality_87,v.Sarsha,hr_employee_extended_profile.kz_city_4
res_locality_88,v.Mursalim,hr_employee_extended_profile.kz_city_4
res_locality_89,v.Adilkhan,hr_employee_extended_profile.kz_city_4
res_locality_90,v.Apyrim,hr_employee_extended_profile.kz_city_4
res_locality_91,v.Dendagul,hr_employee_extended_profile.kz_city_4
res_locality_92,v.Kymbat,hr_employee_extended_profile.kz_city_4
res_locality_93,v.Koshkin,hr_employee_extended_profile.kz_city_4
res_locality_94,v.Mashe,hr_employee_extended_profile.kz_city_4
res_locality_95,v.Myrzabai,hr_employee_extended_profile.kz_city_4
res_locality_96,v.Orak,hr_employee_extended_profile.kz_city_4
res_locality_97,v.Rakish,hr_employee_extended_profile.kz_city_4
res_locality_98,v.Sarybaibosyn,hr_employee_extended_profile.kz_city_4
res_locality_99,v.Seiseke,hr_employee_extended_profile.kz_city_4
res_locality_100,v.Seriktes,hr_employee_extended_profile.kz_city_4
res_locality_101,v.Alau,hr_employee_extended_profile.kz_city_4
res_locality_102,v.Moldabek,hr_employee_extended_profile.kz_city_4
res_locality_103,v.Kindikti,hr_employee_extended_profile.kz_city_4
res_locality_104,v.Kenjali,hr_employee_extended_profile.kz_city_4
res_locality_105,v.Umbet,hr_employee_extended_profile.kz_city_4
res_locality_106,v.Armandastar,hr_employee_extended_profile.kz_city_4
res_locality_107,v.Sepkozha,hr_employee_extended_profile.kz_city_4
res_locality_108,v.Sarybulak,hr_employee_extended_profile.kz_city_4
res_locality_109,v.Aktogay,hr_employee_extended_profile.kz_city_4
res_locality_110,v.Arab,hr_employee_extended_profile.kz_city_4
res_locality_111,v.Ayagan,hr_employee_extended_profile.kz_city_4
res_locality_112,v.Bolsynbek,hr_employee_extended_profile.kz_city_4
res_locality_113,v.Karman,hr_employee_extended_profile.kz_city_4
res_locality_114,v.Marsembay,hr_employee_extended_profile.kz_city_4
res_locality_115,v.Shan,hr_employee_extended_profile.kz_city_4
res_locality_116,v.Janabay-Jakyp,hr_employee_extended_profile.kz_city_4
res_locality_117,v.Algabas,hr_employee_extended_profile.kz_city_4
res_locality_118,v.Akzhal,hr_employee_extended_profile.kz_city_4
res_locality_119,v.Ashudas,hr_employee_extended_profile.kz_city_4
res_locality_120,v.Zeinolla,hr_employee_extended_profile.kz_city_4
res_locality_121,v.Oraz,hr_employee_extended_profile.kz_city_4
res_locality_122,v.Otebay,hr_employee_extended_profile.kz_city_4
res_locality_123,v.Sandiktas,hr_employee_extended_profile.kz_city_4
res_locality_124,v.Umitkhan,hr_employee_extended_profile.kz_city_4
res_locality_125,v.Kumgol,hr_employee_extended_profile.kz_city_4
res_locality_126,v.Abylkhair,hr_employee_extended_profile.kz_city_4
res_locality_127,v.Akbaz,hr_employee_extended_profile.kz_city_4
res_locality_128,v.Aktybai,hr_employee_extended_profile.kz_city_4
res_locality_129,v.Don,hr_employee_extended_profile.kz_city_4
res_locality_130,v.Imanbay,hr_employee_extended_profile.kz_city_4
res_locality_131,v.Kairakbay,hr_employee_extended_profile.kz_city_4
res_locality_132,v.Kanyphan,hr_employee_extended_profile.kz_city_4
res_locality_133,v.Myrzakhan,hr_employee_extended_profile.kz_city_4
res_locality_134,v.Obshi,hr_employee_extended_profile.kz_city_4
res_locality_135,v.Rahiya,hr_employee_extended_profile.kz_city_4
res_locality_136,v.Sayatbay,hr_employee_extended_profile.kz_city_4
res_locality_137,v.Ushtobe,hr_employee_extended_profile.kz_city_4
res_locality_138,v.Shymgolkhan,hr_employee_extended_profile.kz_city_4
res_locality_139,v.Kirov,hr_employee_extended_profile.kz_city_4
res_locality_140,v.Soltybay,hr_employee_extended_profile.kz_city_4
res_locality_141,v.Kokbastau,hr_employee_extended_profile.kz_city_4
res_locality_142,v.Adil,hr_employee_extended_profile.kz_city_4
res_locality_143,v.Baishuak,hr_employee_extended_profile.kz_city_4
res_locality_144,v.Bakhten,hr_employee_extended_profile.kz_city_4
res_locality_145,v.Bitimbai,hr_employee_extended_profile.kz_city_4
res_locality_146,v.Zhanabai,hr_employee_extended_profile.kz_city_4
res_locality_147,v.Zylandi,hr_employee_extended_profile.kz_city_4
res_locality_148,v.Karche,hr_employee_extended_profile.kz_city_4
res_locality_149,v.Kojamzhar,hr_employee_extended_profile.kz_city_4
res_locality_150,v.Kosbastau,hr_employee_extended_profile.kz_city_4
res_locality_151,v.Rahymbai,hr_employee_extended_profile.kz_city_4
res_locality_152,v.Sertekbay,hr_employee_extended_profile.kz_city_4
res_locality_153,v.Sunkar,hr_employee_extended_profile.kz_city_4
res_locality_154,v.Tasbastau,hr_employee_extended_profile.kz_city_4
res_locality_155,v.Tolenish,hr_employee_extended_profile.kz_city_4
res_locality_156,v.Shapat,hr_employee_extended_profile.kz_city_4
res_locality_157,v.Takiya ketken,hr_employee_extended_profile.kz_city_4
res_locality_158,v.Plotina,hr_employee_extended_profile.kz_city_4
res_locality_159,v.Sorkora,hr_employee_extended_profile.kz_city_4
res_locality_160,v.Kazy,hr_employee_extended_profile.kz_city_4
res_locality_161,v.Eginbay,hr_employee_extended_profile.kz_city_4
res_locality_162,v.Sadubai,hr_employee_extended_profile.kz_city_4
res_locality_163,v.Bayandy,hr_employee_extended_profile.kz_city_4
res_locality_164,v.Tebiske,hr_employee_extended_profile.kz_city_4
res_locality_165,v.Zhakyp,hr_employee_extended_profile.kz_city_4
res_locality_166,v.Oteisuy,hr_employee_extended_profile.kz_city_4
res_locality_167,v.Ispe,hr_employee_extended_profile.kz_city_4
res_locality_168,v.Ahmadi,hr_employee_extended_profile.kz_city_4
res_locality_169,v.Kospa,hr_employee_extended_profile.kz_city_4
res_locality_170,v.Bitembai,hr_employee_extended_profile.kz_city_4
res_locality_171,v.Oskan,hr_employee_extended_profile.kz_city_4
res_locality_172,v.Zerger,hr_employee_extended_profile.kz_city_4
res_locality_173,v.Kargin,hr_employee_extended_profile.kz_city_4
res_locality_174,v.Kargyba,hr_employee_extended_profile.kz_city_4
res_locality_175,v.Idabol,hr_employee_extended_profile.kz_city_4
res_locality_176,v.Baikan,hr_employee_extended_profile.kz_city_4
res_locality_177,v.Erzhan,hr_employee_extended_profile.kz_city_4
res_locality_178,v.Kenesbay,hr_employee_extended_profile.kz_city_4
res_locality_179,v.Tomar,hr_employee_extended_profile.kz_city_4
res_locality_180,v.Shybyndy,hr_employee_extended_profile.kz_city_4
res_locality_181,v.Shunkyroba,hr_employee_extended_profile.kz_city_4
res_locality_182,v.Diirmen,hr_employee_extended_profile.kz_city_4
res_locality_183,v.Kyzylzuldyz,hr_employee_extended_profile.kz_city_4
res_locality_184,v.Brucellez,hr_employee_extended_profile.kz_city_4
res_locality_185,v.60 zhas,hr_employee_extended_profile.kz_city_4
res_locality_186,v.Karasu,hr_employee_extended_profile.kz_city_4
res_locality_187,v.Tebiske,hr_employee_extended_profile.kz_city_4
res_locality_188,v.Tortjatyr,hr_employee_extended_profile.kz_city_4
res_locality_189,v.Erzhan,hr_employee_extended_profile.kz_city_4
res_locality_190,v.Tlebaldy basa,hr_employee_extended_profile.kz_city_4
res_locality_191,v.Kainarly base,hr_employee_extended_profile.kz_city_4
res_locality_192,v.Kabdesh basa,hr_employee_extended_profile.kz_city_4
res_locality_193,v.Baikan,hr_employee_extended_profile.kz_city_4
res_locality_194,v.Kyzylkesek,hr_employee_extended_profile.kz_city_4
res_locality_195,v.Baigali,hr_employee_extended_profile.kz_city_4
res_locality_196,v.Berdike,hr_employee_extended_profile.kz_city_4
res_locality_197,v.Isatay,hr_employee_extended_profile.kz_city_4
res_locality_198,v.Kenesbay,hr_employee_extended_profile.kz_city_4
res_locality_199,v.Quan,hr_employee_extended_profile.kz_city_4
res_locality_200,v.Egindibulak,hr_employee_extended_profile.kz_city_4
res_locality_201,v.Alak,hr_employee_extended_profile.kz_city_4
res_locality_202,v.Esenkara,hr_employee_extended_profile.kz_city_4
res_locality_203,v.Januzak,hr_employee_extended_profile.kz_city_4
res_locality_204,v.Zhinishke,hr_employee_extended_profile.kz_city_4
res_locality_205,v.Zhurtybay,hr_employee_extended_profile.kz_city_4
res_locality_206,v.Karasash,hr_employee_extended_profile.kz_city_4
res_locality_207,v.Kozhabergen,hr_employee_extended_profile.kz_city_4
res_locality_208,v.Mailyshat,hr_employee_extended_profile.kz_city_4
res_locality_209,v.Moyildi,hr_employee_extended_profile.kz_city_4
res_locality_210,v.Muzdysai,hr_employee_extended_profile.kz_city_4
res_locality_211,v.Taldybulak,hr_employee_extended_profile.kz_city_4
res_locality_212,v.Toksanbay,hr_employee_extended_profile.kz_city_4
res_locality_213,v.Ushkara,hr_employee_extended_profile.kz_city_4
res_locality_214,v.Shona,hr_employee_extended_profile.kz_city_4
res_locality_215,v.Shetbogas,hr_employee_extended_profile.kz_city_4
res_locality_216,v.Agymbay,hr_employee_extended_profile.kz_city_4
res_locality_217,v.Aktubek,hr_employee_extended_profile.kz_city_4
res_locality_218,v.Arap,hr_employee_extended_profile.kz_city_4
res_locality_219,v.Ayubai,hr_employee_extended_profile.kz_city_4
res_locality_220,v.Dautbay,hr_employee_extended_profile.kz_city_4
res_locality_221,v.Zharken,hr_employee_extended_profile.kz_city_4
res_locality_222,v.Espe,hr_employee_extended_profile.kz_city_4
res_locality_223,v.Koktobe,hr_employee_extended_profile.kz_city_4
res_locality_224,v.Karaagash,hr_employee_extended_profile.kz_city_4
res_locality_225,v.Kosylbek,hr_employee_extended_profile.kz_city_4
res_locality_226,v.Takas,hr_employee_extended_profile.kz_city_4
res_locality_227,v.Karatakyr,hr_employee_extended_profile.kz_city_4
res_locality_228,v.Kul,hr_employee_extended_profile.kz_city_4
res_locality_229,v.Mamyzhan,hr_employee_extended_profile.kz_city_4
res_locality_230,v.Sama,hr_employee_extended_profile.kz_city_4
res_locality_231,v.Bakaly,hr_employee_extended_profile.kz_city_4
res_locality_232,v.Zhumagul,hr_employee_extended_profile.kz_city_4
res_locality_233,v.Zhylybet,hr_employee_extended_profile.kz_city_4
res_locality_234,v.Bayoral,hr_employee_extended_profile.kz_city_4
res_locality_235,v.Tuyebaz,hr_employee_extended_profile.kz_city_4
res_locality_236,v.Ushtobe,hr_employee_extended_profile.kz_city_4
res_locality_237,v.Amantay,hr_employee_extended_profile.kz_city_4
res_locality_238,v.Bakaly,hr_employee_extended_profile.kz_city_4
res_locality_239,v.Dosymkhan,hr_employee_extended_profile.kz_city_4
res_locality_240,v.Zhangiztal,hr_employee_extended_profile.kz_city_4
res_locality_241,v.Karasha,hr_employee_extended_profile.kz_city_4
res_locality_242,v.Karazhal,hr_employee_extended_profile.kz_city_4
res_locality_243,v.Kasym,hr_employee_extended_profile.kz_city_4
res_locality_244,v.Koskyzyl,hr_employee_extended_profile.kz_city_4
res_locality_245,v.Koitas,hr_employee_extended_profile.kz_city_4
res_locality_246,v.Kyzbike,hr_employee_extended_profile.kz_city_4
res_locality_247,v.Kyzylomar,hr_employee_extended_profile.kz_city_4
res_locality_248,v.Kulbulagi,hr_employee_extended_profile.kz_city_4
res_locality_249,v.Saule,hr_employee_extended_profile.kz_city_4
res_locality_250,v.Samet,hr_employee_extended_profile.kz_city_4
res_locality_251,v.Tauyk,hr_employee_extended_profile.kz_city_4
res_locality_252,v.Taldybazar,hr_employee_extended_profile.kz_city_4
res_locality_253,v.Hamkozhan,hr_employee_extended_profile.kz_city_4
res_locality_254,v.Shyntemir,hr_employee_extended_profile.kz_city_4
res_locality_255,v.Shyntai,hr_employee_extended_profile.kz_city_4
res_locality_256,v.Sarshoky,hr_employee_extended_profile.kz_city_4
res_locality_257,v.Kokia,hr_employee_extended_profile.kz_city_4
res_locality_258,v.Amanbay,hr_employee_extended_profile.kz_city_4
res_locality_259,v.Eleusis,hr_employee_extended_profile.kz_city_4
res_locality_260,v.Akkudyk,hr_employee_extended_profile.kz_city_4
res_locality_261,v.Dara,hr_employee_extended_profile.kz_city_4
res_locality_262,v.Alipbayali,hr_employee_extended_profile.kz_city_4
res_locality_263,v.Elaul,hr_employee_extended_profile.kz_city_4
res_locality_264,v.Baishoyn,hr_employee_extended_profile.kz_city_4
res_locality_265,v.Akzaylau,hr_employee_extended_profile.kz_city_4
res_locality_266,v.Abat,hr_employee_extended_profile.kz_city_4
res_locality_267,v.Akbaz,hr_employee_extended_profile.kz_city_4
res_locality_268,v.Alshin,hr_employee_extended_profile.kz_city_4
res_locality_269,v.Yeraly,hr_employee_extended_profile.kz_city_4
res_locality_270,v.Zerger,hr_employee_extended_profile.kz_city_4
res_locality_271,v.Itbay,hr_employee_extended_profile.kz_city_4
res_locality_272,v.Kabysh,hr_employee_extended_profile.kz_city_4
res_locality_273,v.Maxim Gorky,hr_employee_extended_profile.kz_city_4
res_locality_274,v.Moldajar,hr_employee_extended_profile.kz_city_4
res_locality_275,v.Laubai,hr_employee_extended_profile.kz_city_4
res_locality_276,v.Saryozek,hr_employee_extended_profile.kz_city_4
res_locality_277,v.Tomar,hr_employee_extended_profile.kz_city_4
res_locality_278,v.Torebek,hr_employee_extended_profile.kz_city_4
res_locality_279,v.Oyshilik,hr_employee_extended_profile.kz_city_4
res_locality_280,v.Yirgali,hr_employee_extended_profile.kz_city_4
res_locality_281,v.Kokkemir,hr_employee_extended_profile.kz_city_4
res_locality_282,v.Konysbay,hr_employee_extended_profile.kz_city_4
res_locality_283,v.Oratoyshylyk,hr_employee_extended_profile.kz_city_4
res_locality_284,v.Uzunbulak,hr_employee_extended_profile.kz_city_4
res_locality_285,v.Eskikokemer,hr_employee_extended_profile.kz_city_4
res_locality_286,v.Janakokemer,hr_employee_extended_profile.kz_city_4
res_locality_287,v.Yirgali,hr_employee_extended_profile.kz_city_4
res_locality_288,v.Tasbastau,hr_employee_extended_profile.kz_city_4
res_locality_289,v.Karabastau,hr_employee_extended_profile.kz_city_4
res_locality_290,v.Silebastau,hr_employee_extended_profile.kz_city_4
res_locality_291,v.Ainabastau,hr_employee_extended_profile.kz_city_4
res_locality_292,v.Zhartas,hr_employee_extended_profile.kz_city_4
res_locality_293,v.Karasai,hr_employee_extended_profile.kz_city_4
res_locality_294,v.Kairanbai,hr_employee_extended_profile.kz_city_4
res_locality_295,v.Kyzemshek,hr_employee_extended_profile.kz_city_4
res_locality_296,v.Suan,hr_employee_extended_profile.kz_city_4
res_locality_297,v.Takyr,hr_employee_extended_profile.kz_city_4
res_locality_298,v.Shoru,hr_employee_extended_profile.kz_city_4
res_locality_299,v.Shilibastau,hr_employee_extended_profile.kz_city_4
res_locality_300,v.Shobire,hr_employee_extended_profile.kz_city_4
res_locality_301,v.Akjol,hr_employee_extended_profile.kz_city_4
res_locality_302,v.Bekbay,hr_employee_extended_profile.kz_city_4
res_locality_303,v.Bileushi,hr_employee_extended_profile.kz_city_4
res_locality_304,v.Bimyrza,hr_employee_extended_profile.kz_city_4
res_locality_305,v.Kyzylkora,hr_employee_extended_profile.kz_city_4
res_locality_306,v.Esim,hr_employee_extended_profile.kz_city_4
res_locality_307,v.Abdilda,hr_employee_extended_profile.kz_city_4
res_locality_308,v.Bekezhan,hr_employee_extended_profile.kz_city_4
res_locality_309,v.Zhangiztal,hr_employee_extended_profile.kz_city_4
res_locality_310,v.Emdeu,hr_employee_extended_profile.kz_city_4
res_locality_311,v.Ushkyn,hr_employee_extended_profile.kz_city_4
res_locality_312,v.Tanamyrza,hr_employee_extended_profile.kz_city_4
res_locality_313,v.Monak,hr_employee_extended_profile.kz_city_4
res_locality_314,v.Shaken,hr_employee_extended_profile.kz_city_4
res_locality_315,v.Manak,hr_employee_extended_profile.kz_city_4
res_locality_316,v.Tomar,hr_employee_extended_profile.kz_city_4
res_locality_317,v.Apar,hr_employee_extended_profile.kz_city_4
res_locality_318,v.Junis,hr_employee_extended_profile.kz_city_4
res_locality_319,v.Kozhahmet,hr_employee_extended_profile.kz_city_4
res_locality_320,v.Koshan,hr_employee_extended_profile.kz_city_4
res_locality_321,v.Nurgazy,hr_employee_extended_profile.kz_city_4
res_locality_322,v.Toike,hr_employee_extended_profile.kz_city_4
res_locality_323,v.Tymyrsyk,hr_employee_extended_profile.kz_city_4
res_locality_324,v.Shoketai,hr_employee_extended_profile.kz_city_4
res_locality_325,v.Satpaev,hr_employee_extended_profile.kz_city_4
res_locality_326,v.Akoy,hr_employee_extended_profile.kz_city_4
res_locality_327,v.Besshatyr,hr_employee_extended_profile.kz_city_4
res_locality_328,v.Blacksmith,hr_employee_extended_profile.kz_city_4
res_locality_329,v.50 zhyldyk,hr_employee_extended_profile.kz_city_4
res_locality_330,v.Dora,hr_employee_extended_profile.kz_city_4
res_locality_331,v.Kusain,hr_employee_extended_profile.kz_city_4
res_locality_332,v.Tortagul,hr_employee_extended_profile.kz_city_4
res_locality_333,v.Usa,hr_employee_extended_profile.kz_city_4
res_locality_334,v.Sholpai,hr_employee_extended_profile.kz_city_4
res_locality_335,v.Koktubek,hr_employee_extended_profile.kz_city_4
res_locality_336,v.Akoba,hr_employee_extended_profile.kz_city_4
res_locality_337,v.Aksiyr,hr_employee_extended_profile.kz_city_4
res_locality_338,v.Zhalgyztal,hr_employee_extended_profile.kz_city_4
res_locality_339,v.Zhanash,hr_employee_extended_profile.kz_city_4
res_locality_340,v.Kazangap,hr_employee_extended_profile.kz_city_4
res_locality_341,v.Kamysbaz,hr_employee_extended_profile.kz_city_4
res_locality_342,v.Rakhmet Togysbaeva,hr_employee_extended_profile.kz_city_4
res_locality_343,v.Sulutal,hr_employee_extended_profile.kz_city_4
res_locality_344,v.Akan,hr_employee_extended_profile.kz_city_4
res_locality_345,v.Karim,hr_employee_extended_profile.kz_city_4
res_locality_346,v.Kaysa,hr_employee_extended_profile.kz_city_4
res_locality_347,v.Raihan,hr_employee_extended_profile.kz_city_4
res_locality_348,v.Ushkuduk,hr_employee_extended_profile.kz_city_4
res_locality_349,v.Valkhan,hr_employee_extended_profile.kz_city_4
res_locality_350,v.Shokan,hr_employee_extended_profile.kz_city_4
res_locality_351,v.Zhantikey,hr_employee_extended_profile.kz_city_4
res_locality_352,v.Amir,hr_employee_extended_profile.kz_city_4
res_locality_353,v.Aktobe,hr_employee_extended_profile.kz_city_4
res_locality_354,v.Balpan,hr_employee_extended_profile.kz_city_4
res_locality_355,v.Bogenbay,hr_employee_extended_profile.kz_city_4
res_locality_356,v.Zhangiztal,hr_employee_extended_profile.kz_city_4
res_locality_357,v.Karashengel,hr_employee_extended_profile.kz_city_4
res_locality_358,v.Mukatai,hr_employee_extended_profile.kz_city_4
res_locality_359,v.Ortabaz,hr_employee_extended_profile.kz_city_4
res_locality_360,v.Sarsenbay,hr_employee_extended_profile.kz_city_4
res_locality_361,v.Bogas,hr_employee_extended_profile.kz_city_4
res_locality_362,v.Uan,hr_employee_extended_profile.kz_city_4
res_locality_363,v.Bazar,hr_employee_extended_profile.kz_city_4
res_locality_365,v.Kojakel,hr_employee_extended_profile.kz_city_4
res_locality_366,v.Ortaotkorm,hr_employee_extended_profile.kz_city_4
res_locality_367,v.Ortakaraoba,hr_employee_extended_profile.kz_city_4
res_locality_368,v.Tauyk,hr_employee_extended_profile.kz_city_4
res_locality_369,v.Shekei,hr_employee_extended_profile.kz_city_4
res_locality_370,Ayagoz,hr_employee_extended_profile.kz_city_5
res_locality_371,v.Ayyz,hr_employee_extended_profile.kz_city_5
res_locality_372,v.Ituar,hr_employee_extended_profile.kz_city_5
res_locality_373,v.Aubakir,hr_employee_extended_profile.kz_city_5
res_locality_374,v.Baimusa,hr_employee_extended_profile.kz_city_5
res_locality_375,v.Batyrbai,hr_employee_extended_profile.kz_city_5
res_locality_376,v.Kalybay,hr_employee_extended_profile.kz_city_5
res_locality_377,v.Karibzhan,hr_employee_extended_profile.kz_city_5
res_locality_378,v.Koza,hr_employee_extended_profile.kz_city_5
res_locality_379,v.Kyzai,hr_employee_extended_profile.kz_city_5
res_locality_380,v.Kyzylkesek,hr_employee_extended_profile.kz_city_5
res_locality_381,v.Korayly,hr_employee_extended_profile.kz_city_5
res_locality_382,v.Kuygan,hr_employee_extended_profile.kz_city_5
res_locality_383,v.Maitas,hr_employee_extended_profile.kz_city_5
res_locality_384,v.Mausymbai,hr_employee_extended_profile.kz_city_5
res_locality_385,v.Mektep,hr_employee_extended_profile.kz_city_5
res_locality_386,v.Saga,hr_employee_extended_profile.kz_city_5
res_locality_387,v.Sagydyk,hr_employee_extended_profile.kz_city_5
res_locality_388,v.Ongar,hr_employee_extended_profile.kz_city_5
res_locality_389,v.Orazbai,hr_employee_extended_profile.kz_city_5
res_locality_390,v.Hamit,hr_employee_extended_profile.kz_city_5
res_locality_391,v.Shalay,hr_employee_extended_profile.kz_city_5
res_locality_392,v.Borly,hr_employee_extended_profile.kz_city_5
res_locality_393,v.Koksala,hr_employee_extended_profile.kz_city_5
res_locality_394,v.Baldu,hr_employee_extended_profile.kz_city_5
res_locality_395,v.Birgen,hr_employee_extended_profile.kz_city_5
res_locality_396,v.Bozakhan,hr_employee_extended_profile.kz_city_5
res_locality_397,v.Donenbay,hr_employee_extended_profile.kz_city_5
res_locality_398,v.Dorebai,hr_employee_extended_profile.kz_city_5
res_locality_399,v.Zhanabaz,hr_employee_extended_profile.kz_city_5
res_locality_400,v.Mereke,hr_employee_extended_profile.kz_city_5
res_locality_401,v.Moldakhan,hr_employee_extended_profile.kz_city_5
res_locality_402,v.Myrzakhan,hr_employee_extended_profile.kz_city_5
res_locality_403,v.Noke,hr_employee_extended_profile.kz_city_5
res_locality_404,v.Nurim,hr_employee_extended_profile.kz_city_5
res_locality_405,v.Otyrykshi,hr_employee_extended_profile.kz_city_5
res_locality_406,v.Rai,hr_employee_extended_profile.kz_city_5
res_locality_407,v.Tolendy,hr_employee_extended_profile.kz_city_5
res_locality_408,v.Aktogay,hr_employee_extended_profile.kz_city_5
res_locality_409,v.Donenbay,hr_employee_extended_profile.kz_city_5
res_locality_410,v.Ainabudak,hr_employee_extended_profile.kz_city_5
